expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0401,OSHA-SIR-2025099204,OSHA_SIR,2025099204,2025,Incident, Other fall to lower level  6 to 30 feet,"COPPELL, TEXAS","An employee was ascending an extension ladder. At the top of the ladder, they lost balance and fell approximately 20 feet to the first-tier rooftop below, landing feet first and suffering a fractured left leg and four fractured toes on the left foot.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c46186b7fc90,a119664e0c9a3538548b03e2cd3227acae1a78a5366ebbbe4514ee976c4f5a30,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0402,OSHA-SIR-2024043267,OSHA_SIR,2024043267,2024,Incident, Fall to lower level resulting from exposure or contact  6 to 30 feet,"LONGMONT, COLORADO","An employee was working on the third floor of a construction site attaching trusses when a hoisted truss caught his safety lanyard, causing him to fall to the ground below. The employee suffered multiple fractures in his legs.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7077e565db11,43aa031e431feac0d2e89df21e59e090c484d5f6b3a842e6c47bc80792ee0e82,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0403,OSHA-SIR-2023076833,OSHA_SIR,2023076833,2023,Incident,Ignition of clothing from controlled heat source,"VERONA, WISCONSIN",An employee was using a saw to cut a piece of rebar when the sparks caught the employee's pants on fire. The employee sustained burns to his right leg below the knee.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-34661d2324d1,6856f9811d0cf03375a0cec5fcb5e7fcdb331a2ad58f00fff4561c0844207e18,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0404,OSHA-SIR-20191212764,OSHA_SIR,20191212764,2019,Incident,Fall through surface or existing opening more than 30 feet,"ATLANTA, GEORGIA","An employee was installing safety railings on a new parking deck construction when he tripped and fell through an elevator shaft to the ground below (approximately 50 feet). He suffered fractures to both legs, two fractured ribs, and a major spinal compression, requiring hospitalization. Fall protection was not worn at the time of the incident.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-627bb98e6d41,815cd5ac78a21d60396455d400a70d61fb96df60717fb390dd7d3be570b530c2,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0405,OSHA-SIR-2020054510,OSHA_SIR,2020054510,2020,Incident,"Struck against stationary object or equipment, n.e.c.","LAUREL, MONTANA",An employee was replacing a hot water tank. Sharp metal on the tank cut the employee's right ring finger. The employee was hospitalized.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9cbd205c1c35,08b8f9ee19530d2ee32e616c09c182b15757a7caaa04ebe76b408f4d717781d7,LSR02;HAZARD_TERM_POSSIBLE_NON_SIF,LSR02,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0406,OSHA-SIR-2017065386,OSHA_SIR,2017065386,2017,Incident,Other fall to lower level 26 to 30 feet,"SARASOTA, FLORIDA","An employee was installing a bridging angle to a bar joist while wearing fall protection. He was welding it when he fell 30 feet to the ground, suffering a fractured skull, collapsed lung, and three broken ribs.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-401c7513380d,06a177c62e4170c2ba34934ca7ad0dc83858d32670a99ba1f55aaa4e10b98c73,LSR05;LSR09;HIGH_RISK,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0407,OSHA-SIR-2016099157,OSHA_SIR,2016099157,2016,Incident,Fall from collapsing structure or equipment less than 6 feet,"BELLE VERNON, PENNSYLVANIA","An employee was operating the swing stage lift to raise it to the top of the suspension cable. As soon as the motor hit the swage, the swage split into two pieces. One end of the swing stage then dropped approximately 5 feet and the air motor struck and cut the employee's lower left leg.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-38f54a091860,2dcb0de3eb15a12637fbf3361099fe517678d98db0151345e2adec76bc082fcb,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0408,OSHA-SIR-2024032018,OSHA_SIR,2024032018,2024,Incident, Injured by object held or wielded by person,"CRESTON, OHIO",Two employees were working on a meat trimming harvesting line working on the same calf carcass when one employee moved the carcass to start working on the next one. The carcass struck the right arm of the injured employee causing the five-inch curved knife he was holding to cut through his left forearm.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-185012dc8576,5c7af21c9f552039379f4e0ce6ecd94207311758e6c805a7b05664266a4265e0,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0409,OSHA-SIR-2020010943,OSHA_SIR,2020010943,2020,Incident,Fall on same level due to tripping on uneven surface,"PITTSBURGH, PENNSYLVANIA","An employee was sweeping debris from the sidewalk when she hit an uneven piece of the sidewalk and fell, fracturing her right knee.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-1b0eddfdb6c5,30a9a8a8a404403145f47bfa73da7173eafb18725db1399cf6869b6e8021e067,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0410,OSHA-SIR-2024076416,OSHA_SIR,2024076416,2024,Incident, Flash fire,"PORT CHARLOTTE, FLORIDA",An employee was cutting a piece of metal when a spark from the metal came in contact with gas in a nearby gasoline can and caused a fire. The employee sustained burns to their face.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-10eec06a64f9,35c8f08c62a8c3ba15d5ad36e88316c98e57acca7dfb993f8d606e9912951b0f,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0411,OSHA-SIR-2021010804,OSHA_SIR,2021010804,2021,Incident,Injured by slipping or swinging object held by injured worker,"DALLAS, TEXAS",An employee was cleaning a concrete form using a hand grinder with a wire wheel. His right thumb was caught in the tool's handle and lacerated.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d1002e95c002,4cfe4bee693f7365b7548d4ccb63f56ed64335f9d26c04f97358a4cededdd8be,LSR05,LSR05,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0412,OSHA-SIR-2019077668,OSHA_SIR,2019077668,2019,Incident,"Nonstructural fire, n.e.c.","BELLE GLADE, FLORIDA","While an employee was cleaning around boilers, a blast of fire came through an open observation door of a boiler. The employee sustained second degree burns to the back of his hands, arms, neck, and face.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-06afa58d3817,1c1c316c430cb7c01d13af5a4d02c32ade53e25099cfcf89282a711e6ab07495,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0413,OSHA-SIR-2022109058,OSHA_SIR,2022109058,2022,Incident,"Fall or jump from vehicle in normal operation, nonroadway","BIXBY, OKLAHOMA","An employee was a passenger in a utility task vehicle, which passed over a manhole cover hidden by grass. The employee was thrown from the vehicle's passenger seat to the ground, suffering a broken right arm.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e2fed3448880,70907f3d4430e5061fcd11eecfa82cb8ac63be2a2170b9986e32a1aefc979a5b,LSR02;LSR03,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0414,OSHA-SIR-2021119573,OSHA_SIR,2021119573,2021,Incident,"Nonroadway noncollision incident, n.e.c.","GARDENDALE, ALABAMA","An employee was using a hydroseeding machine, attached to a bulldozer, to plant grass on a slope at a landfill. The hitch connecting the hydroseeding machine to the bulldozer broke, and the hydroseeding machine rolled down the slope with the employee on it. The employee suffered broken and bruised ribs, a broken shoulder, and a cut on the ear.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a6ffcbf2cee2,99b309bb059959f6e0dc7bdd06deef192d3ae868f061e761fa7f13a73180aed1,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0415,OSHA-SIR-2025065475,OSHA_SIR,2025065475,2025,Incident, Pedestrian struck by vehicle or object propelled by another vehicle in nonroadway area,"TOLEDO, OHIO","At about 3:30 p.m. on June 9, 2025, an employee was walking through a parking lot when a vehicle that was involved in an accident with another vehicle spun, jumped a curb, crashed through a metal fence, and struck the employee. He landed on the vehicle's hood and suffered a concussion and hip and ankle fractures. The employee was hospitalized and required surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b66dd776dc53,bad13d8a3688c1e89aaf5b4e06dfe9681698c19cc9901f46d0e997855d1538ee,LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0416,OSHA-SIR-2024021403,OSHA_SIR,2024021403,2024,Incident, Inhalation of harmful substance  single episode or single shift,"HAMILTON, MISSISSIPPI","An employee was going upstairs to open a process valve to vent a chlorinator; another employee was massaging the plugged down leg on the chlorinator. The plug broke free and dumped titanium tetrachloride into a sump. This caused a chemical reaction that resulted in overpressure in the sump, whose vent line failed in three places. Both employees inhaled titanium tetrachloride gas and developed upper respiratory distress. They were hospitalized.",Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3b6cd8fc6e34,b177f55a2ec143df8d61b67c1a9b349ed5cdf20a24f3ca5b3d24dc4a958fb78f,GENERAL,GENERAL,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0417,OSHA-SIR-2016098771,OSHA_SIR,2016098771,2016,Incident,"Nonroadway collision with object other than vehicle, unspecified","BETHLEHEM, PENNSYLVANIA","An employee was staging pallets on an electric power jack when he lost control and ran into a rack, fracturing his foot.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-71731350e368,66eeff8b909059b3d51f59699e0f178947a7e6c33a4ab9c3b552c1bff0ad61b1,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0418,OSHA-SIR-2022076043,OSHA_SIR,2022076043,2022,Incident,"Fall to lower level, unspecified","THONOTOSASSA, FLORIDA","An employee was on the roof of a two-story building doing carpentry work. He went to inspect another job on the roof, lost balance, and fell to the floor. He sustained two fractured vertebrae.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7fb4dfd6abbe,1278566462a75dcfc2f04685823c921221f55337571e089217e20e4109bf5cfb,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0419,OSHA-SIR-2020109605,OSHA_SIR,2020109605,2020,Incident,"Fall on same level while climbing stairs, steps, or curbs","HAMPTON, NEW HAMPSHIRE","An employee tripped on a curb and fell to the ground, suffering a broken hip.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c76c878ec156,9ffadf4e5c2a37e3bb3370087eb36dcd88620867fb284010200129b49463d96f,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0420,OSHA-SIR-2020010545,OSHA_SIR,2020010545,2020,Incident,"Injury by other person-unintentional or intent unknown, n.e.c.","DALLAS, TEXAS","An employee was walking a patient in the ICU when the patient fainted and fell on the employee. The employee's leg was twisted, requiring surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9e92554c69ef,4a896ed560e14498e67aa06be607f3dbd66c40736c8877ecb216cc9b3e2b67c9,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0421,OSHA-SIR-2023054731,OSHA_SIR,2023054731,2023,Incident,Shooting by other person-intentional,"KANSAS CITY, KANSAS",An employee arrived at a location to sell mobile phones to customers when they were shot in the lower right abdomen by an unknown person who was not an employee. The employee sustained intestinal damage and a hip fracture that required hospitalization.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2d75899f5ec4,085ac181925aed1af63116e6bebd626bda798100b84bd9da2c7f3f5f32468e0c,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0422,OSHA-SIR-20171110771,OSHA_SIR,20171110771,2017,Incident,Fall through surface or existing opening less than 6 feet,"MESQUITE, TEXAS",An employee was offloading material when his leg fell through a floor opening. He fractured his back.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ace75c8fd02b,0253511ad1106cddd53f4b9eecdf5b70013dbfb5fc89eb5752914ffe6e58208b,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0423,OSHA-SIR-2015075040,OSHA_SIR,2015075040,2015,Incident,"Roadway collision with other vehicle, unspecified","LAKE CHARLES, LOUISIANA","An employee was aligning highway cones in the construction zone when his legs became pinned between a public driver's car and the rear end of the company's pickup truck, resulting in the amputation of his right leg and the possible amputation of his left leg.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-eefbb6559874,38c410ca60698f15f9fd1c607911f024edd8197a8c8668f2147c8af3f739ba59,LSR03;LSR06,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0424,OSHA-SIR-2024032648,OSHA_SIR,2024032648,2024,Incident, Struck by other falling object  n.e.c.,"HOUSTON, TEXAS","An employee was receiving a 1,500 pound plastic tote of potassium hydroxide from a forklift. The load slipped off the forks as it was being lowered and struck the injured employee's right ankle, fracturing it. They were hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-33eb556cf63e,2eef746ca78241e326b9f16276d0604fde5650382c6550bfc7275078a6d419af,LSR03;LSR07;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0425,OSHA-SIR-2024088084,OSHA_SIR,2024088084,2024,Incident, Struck by suspended or swinging objects  unspecified,"HUDSON FALLS, NEW YORK","An employee was helping move a metal pipe for drilling. As the pipe was moved, it struck the employee in the right thigh, injuring it.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-605d39265b9d,f6c138bd0febf0f38c87a79c55f9716bb50c743729b9194603b0ccf8d8c3a390,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0426,OSHA-SIR-2018066290,OSHA_SIR,2018066290,2018,Incident,"Bending, crawling, reaching, twisting-single episode","PLENTYWOOD, MONTANA",An employee suffered a back injury while reaching into a cooler to retrieve a water bottle.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5407a9c13148,2eefe800c7867e65f991c6ba21ad2d4a30bf4cc9eca1fb52fda9d1d18370d882,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0427,OSHA-SIR-2024032684,OSHA_SIR,2024032684,2024,Incident," Struck by rolling, sliding, or shifting objects non-running","RED BUD, ILLINOIS","An employee was sliding steel planks from a skid that was being elevated by a forklift to a material handling cart. Their right little finger got crushed between the planks and a permanent upright along the side of cart, resulting in a fingertip amputation.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-33b5b834f596,58d2539bcccc01f6c2f1542f01719f1a72ac859ad1f400f45bc1f2120795fbc7,LSR03;LSR06;HIGH_RISK;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0428,OSHA-SIR-2023054377,OSHA_SIR,2023054377,2023,Incident,"Struck by swinging or slipping object, other than handheld, n.e.c.","AUSTIN, TEXAS","An employee was readjusting the rigging on a beam attached to a crane. The beam began rolling down an uneven surface and struck the employee, resulting in a right tibia fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d1989cca0c66,c225abacd2930727d7d78d5da64ed8ca6079ded2ff9ac6d2588eface7ab17754,LSR07,LSR07,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0429,OSHA-SIR-2024021740,OSHA_SIR,2024021740,2024,Incident," Hitting, kicking, beating by other person  n.e.c.","WASHINGTON, DISTRICT OF COLUMBIA",A security guard was trying to help a man who had fallen down some stairs. A person who was accompanying the man punched the guard in the face. The guard suffered a fracture to the right eye socket and was hospitalized.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ca4fc06b789a,d1dff0180a2c9876c662dfd6fff735ca981bfa9126d3af287dfaaf8a51d7d349,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0430,OSHA-SIR-2015118214,OSHA_SIR,2015118214,2015,Incident,"Struck by falling object or equipment, n.e.c.","DENISON, TEXAS","An employee was attempting to weld a piece of sheet metal to another assembly. The tack weld broke and the sheet metal fell onto the employee possibly fracturing the right knee, left ankle and heel.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5cccf3a88857,922df6f37bdd4dd8f521bcd19bf5964f02c35c6b09281c7c9462e8fc75f916c5,LSR05;HAZARD_TERM_POSSIBLE_NON_SIF,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0431,OSHA-SIR-2022098303,OSHA_SIR,2022098303,2022,Incident,Small-scale (limited) fire ,"WEYMOUTH, MASSACHUSETTS","An employee was prepping special effects spark pyrotechnics rigs for a movie set on a constructed rooftop set. The employee was removing pyrotechnics materials from the location before performing a ""spark test."" A stray spark from a second test area ignited the box of pyrotechnics the employee was carrying, causing the box to burn. The employee was hospitalized to treat possible second and third-degree burns to her hands and fingers, as well as first and second-degree burns to her neck and face.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-019df1823842,0fb24e7d2aacdaaea69cac41e400cd6aa144a3f35adcd35a99670c8f445436ca,GENERAL,GENERAL,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0432,OSHA-SIR-2023021339,OSHA_SIR,2023021339,2023,Incident,Animal transportation collision in nonroadway area,"CACTUS, TEXAS","An employee was riding a horse to sort cattle in a pen. A calf moved past him and the employee tried to stop the calf with his horse. The horse veered into the fence post, crushing the employee's leg. The employee sustained a laceration and fracture to the lower leg.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-6cd846d96f9c,2e204d3451dcf83d8366a3a50a8a237cf187a5dd2787e5a2a9cc39ffb7114e51,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0433,OSHA-SIR-2025099569,OSHA_SIR,2025099569,2025,Incident, Struck by rolling powered vehicle or machinery,"LAKEWOOD, COLORADO","An employee exited the ambulance van she had been driving and went to lower the hydraulic wheelchair ramp/lift on the side of the vehicle. The lift would not lower into position. She went around to enter the van to continue troubleshooting the lift when the van began to roll backward as the employee was partially out of the driver s side door. She reached in to stop the vehicle but the transmission shifted into reverse. The van turned and backed across a residential street, dragging the employee approximately 15 feet until it went up on a curb and the employee s left leg was pulled under the left front tire. She was hospitalized with fractures to her right wrist, right hand, and left fibula.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e19fca2e76cf,be5bd3ca739d4424c15ba0707ce4f282891c9fa2ecf960ef06ffc50f73065ab1,LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0434,OSHA-SIR-2016109571,OSHA_SIR,2016109571,2016,Incident,Other fall to lower level 16 to 20 feet,"ROUND ROCK, TEXAS","While installing cable at a residential home, an employee fell approximately 16 feet off a step ladder and broke a leg.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-00ad89560ee1,714b8788e095fe29799376045cc6ec2d832cfc5bf4d8324d77820f1c1c7f1eec,LSR09,LSR09,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0435,OSHA-SIR-2016021533,OSHA_SIR,2016021533,2016,Incident,"Struck by object or equipment, unspecified","CHICAGO, ILLINOIS","An employee was unloading a flatbed truck that was carrying a PMC, which is a cookie-sheet type of pallet that carries cargo for airlines. He was pulling the PMC manually because the bed of the truck has a roller bed that allows the PMC to move the length of the bed without using a powered industrial vehicle once it is unhooked and all the hooks are removed. The employee's left foot became lodged between the vehicle and the bypass system. The PMC hit the employee's leg while it was stuck and broke it in two places. He was hospitalized for surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d620b6ed62f0,f6e9fbcd195aa77897013e2e80115d840c6fe82687c1d14585e39fec76a11bce,LSR01;LSR03,LSR01,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0436,OSHA-SIR-2020087671,OSHA_SIR,2020087671,2020,Incident,"Fall or jump from and struck by same vehicle in normal operation, roadway","KANSAS CITY, MISSOURI",An employee fell from a scooter and suffered a right tibial plateau fracture with damage to the knee joint. The employee also suffered abrasions on the left elbow and left ankle pain.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-dd80e9124bfa,ded3b2f1fc9b77c50d11d641c79b6559e2231c93ad722aab7568e386c4b4d12e,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0437,OSHA-SIR-2023032201,OSHA_SIR,2023032201,2023,Incident,"Hitting, kicking, beating, shoving","COLUMBIANA, ALABAMA","Five employees were searching an inmate's property when they were assaulted by the inmate. One employee was hospitalized with a broken ankle, which required surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-90b3a23555f2,778caec4fdf04ecc8a775bf8438f7b27a684a1391bfca33405ab45c32cf93c96,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0438,OSHA-SIR-2016021247,OSHA_SIR,2016021247,2016,Incident,"Trip without fall, n.e.c.","HILL CITY, SOUTH DAKOTA","An employee was walking from one deck to the deck feeder. As he crossed the gap between the two, his foot became caught in the chainway, breaking his right ankle.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-1a7f32ce49f5,3bbf8d783b9a1de280be5e55711467dac3652ea57ef4a2153aab362b621bb29e,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
