report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0211,Confined space,LSR02,none,confined_space-cohort-2,medium,stable,121,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0211 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0212,Line of fire,LSR06,Energy isolation,line_of_fire-cohort-1,medium,declining,115,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0212 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0213,Driving,LSR03,none,driving-cohort-1,medium,declining,115,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0213 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0214,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,medium,rising,114,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. demo sequence 0214 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0215,Driving,LSR03,none,driving-cohort-1,medium,stable,114,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. demo sequence 0215 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0216,Hot work,LSR05,Confined space,hot_work-cohort-1,medium,rising,118,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. a pressure line was nearby but no source was connected. demo sequence 0216 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0217,Work authorization,LSR08,none,work_authorization-cohort-1,medium,rising,120,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0217 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0218,Hot work,LSR05,none,hot_work-cohort-1,medium,rising,118,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. a pressure line was nearby but no source was connected. demo sequence 0218 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0219,Working at height,LSR09,none,working_at_height-cohort-2,medium,rising,119,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0219 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0220,Working at height,LSR09,Work authorization,working_at_height-cohort-2,medium,declining,120,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0220 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0221,Routine work,none,none,routine_work-cohort-1,medium,rising,119,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0221 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0222,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,medium,stable,115,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. demo sequence 0222 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0223,Hot work,LSR05,none,hot_work-cohort-2,medium,declining,120,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0223 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0224,Routine work,none,Line of fire,routine_work-cohort-2,medium,stable,120,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0224 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0225,Routine work,none,none,routine_work-cohort-1,medium,rising,119,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0225 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0226,Line of fire,LSR06,none,line_of_fire-cohort-2,medium,stable,115,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0226 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0227,Routine work,none,none,routine_work-cohort-1,medium,declining,120,"at echo valley works in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0227 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0228,Line of fire,LSR06,Energy isolation,line_of_fire-cohort-2,medium,stable,115,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0228 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0229,Routine work,none,none,routine_work-cohort-1,medium,rising,120,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0229 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0230,Hot work,LSR05,none,hot_work-cohort-2,medium,rising,120,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0230 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0231,Hot work,LSR05,none,hot_work-cohort-2,medium,stable,121,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0231 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0232,Mechanical lifting,LSR07,Work authorization,mechanical_lifting-cohort-2,medium,rising,115,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. demo sequence 0232 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0233,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,medium,rising,121,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0233 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0234,Routine work,none,none,routine_work-cohort-2,medium,rising,120,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0234 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0235,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,medium,stable,115,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. demo sequence 0235 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0236,Line of fire,LSR06,Confined space,line_of_fire-cohort-2,medium,stable,115,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0236 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0237,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,medium,rising,121,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0237 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0238,Work authorization,LSR08,none,work_authorization-cohort-1,medium,stable,121,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0238 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0239,Work authorization,LSR08,none,work_authorization-cohort-2,medium,rising,120,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0239 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0240,Mechanical lifting,LSR07,Hot work,mechanical_lifting-cohort-1,medium,rising,115,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and inspected sling, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. demo sequence 0240 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0241,Work authorization,LSR08,none,work_authorization-cohort-2,medium,stable,121,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a checked permit board and hand tool, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0241 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0242,Working at height,LSR09,none,working_at_height-cohort-1,medium,rising,119,"at aurora basin in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0242 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0243,Energy isolation,LSR04,none,energy_isolation-cohort-2,medium,declining,115,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed pressure valve and disconnected line, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the task was paused for a control check. demo sequence 0243 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0244,Hot work,LSR05,Mechanical lifting,hot_work-cohort-1,medium,declining,120,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0244 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0245,Driving,LSR03,none,driving-cohort-1,medium,rising,120,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked vehicle and clear route, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0245 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0246,Working at height,LSR09,none,working_at_height-cohort-1,medium,declining,119,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0246 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0247,Routine work,none,none,routine_work-cohort-1,medium,stable,120,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0247 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0248,Routine work,none,Working at height,routine_work-cohort-1,medium,declining,119,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0248 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0249,Line of fire,LSR06,none,line_of_fire-cohort-1,medium,declining,114,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the barrier was reviewed before the task continued. demo sequence 0249 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0250,Bypassed safety controls,LSR01,none,bypassed_safety_controls-cohort-1,medium,rising,121,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured guard and idle control panel, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0250 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0251,Line of fire,LSR06,none,line_of_fire-cohort-1,medium,rising,114,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a parked load and marked floor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. demo sequence 0251 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0252,Routine work,none,Confined space,routine_work-cohort-1,medium,stable,120,"at cedar ridge station in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a hand tool and parked vehicle, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0252 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0253,Working at height,LSR09,none,working_at_height-cohort-2,medium,rising,120,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0253 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0254,Hot work,LSR05,none,hot_work-cohort-2,medium,declining,120,"at frostline depot in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a cool hot-work torch and closed cylinder, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0254 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0255,Confined space,LSR02,none,confined_space-cohort-2,medium,stable,121,"at delta point facility in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a closed vessel and idle gas monitor, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0255 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0256,Working at height,LSR09,Energy isolation,working_at_height-cohort-2,medium,rising,120,"at blue mesa yard in the workshop aisle, during routine inspection, a worker used a small hand tool. nearby was a secured ladder and closed platform, not in use. the worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. the worker caught a finger on the tool case but did not fall. no one was exposed to serious harm and no credible fatal outcome was identified. the ordinary footing control was present and verified. the ankle and finger were checked after the slip. the fingertip was checked. the worker removed the step and continued. the area was checked before work continued. the task was paused for review. demo sequence 0256 was logged.",Medium,HUMAN_REVIEW,[],"['LSR01', 'LSR02', 'LSR08']",True
