report_id,report_date,site,activity,report_type,narrative,source
DEMO500-0255,2026-08-05,Delta Point Facility,Mechanical Lifting,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0255 was logged.",synthetic_judge_demo_v0_1
DEMO500-0256,2026-09-07,Blue Mesa Yard,Mechanical Lifting,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0256 was logged.",synthetic_judge_demo_v0_1
DEMO500-0257,2026-07-24,Frostline Depot,Driving,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0257 was logged.",synthetic_judge_demo_v0_1
DEMO500-0258,2026-07-22,Delta Point Facility,Driving,Incident,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0258 was logged.",synthetic_judge_demo_v0_1
DEMO500-0259,2026-08-21,Echo Valley Works,Drilling,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Demo sequence 0259 was logged.",synthetic_judge_demo_v0_1
DEMO500-0260,2026-07-24,Frostline Depot,Mechanical Lifting,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0260 was logged.",synthetic_judge_demo_v0_1
DEMO500-0261,2026-09-02,Aurora Basin,Electrical Maintenance,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0261 was logged.",synthetic_judge_demo_v0_1
DEMO500-0262,2026-09-10,Blue Mesa Yard,Drilling,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Demo sequence 0262 was logged.",synthetic_judge_demo_v0_1
DEMO500-0263,2026-08-06,Aurora Basin,Inspection,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The barrier was reviewed before the task continued. Demo sequence 0263 was logged.",synthetic_judge_demo_v0_1
DEMO500-0264,2026-09-11,Delta Point Facility,Inspection,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. Demo sequence 0264 was logged.",synthetic_judge_demo_v0_1
DEMO500-0265,2026-08-12,Frostline Depot,Electrical Maintenance,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0265 was logged.",synthetic_judge_demo_v0_1
DEMO500-0266,2026-08-11,Delta Point Facility,Pressure Testing,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The barrier was reviewed before the task continued. Demo sequence 0266 was logged.",synthetic_judge_demo_v0_1
DEMO500-0267,2026-07-21,Frostline Depot,Drilling,Incident,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0267 was logged.",synthetic_judge_demo_v0_1
DEMO500-0268,2026-09-11,Blue Mesa Yard,Valve Maintenance,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0268 was logged.",synthetic_judge_demo_v0_1
DEMO500-0269,2026-08-11,Echo Valley Works,Mechanical Lifting,Unsafe Condition,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0269 was logged.",synthetic_judge_demo_v0_1
DEMO500-0270,2026-09-09,Echo Valley Works,Hot Work,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0270 was logged.",synthetic_judge_demo_v0_1
DEMO500-0271,2026-07-27,Delta Point Facility,Valve Maintenance,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0271 was logged.",synthetic_judge_demo_v0_1
DEMO500-0272,2026-07-22,Delta Point Facility,Valve Maintenance,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0272 was logged.",synthetic_judge_demo_v0_1
DEMO500-0273,2026-08-31,Aurora Basin,Inspection,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0273 was logged.",synthetic_judge_demo_v0_1
DEMO500-0274,2026-09-09,Aurora Basin,Inspection,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Demo sequence 0274 was logged.",synthetic_judge_demo_v0_1
DEMO500-0275,2026-08-24,Aurora Basin,Driving,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0275 was logged.",synthetic_judge_demo_v0_1
DEMO500-0276,2026-07-23,Frostline Depot,Drilling,Near Miss,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Demo sequence 0276 was logged.",synthetic_judge_demo_v0_1
DEMO500-0277,2026-08-14,Cedar Ridge Station,Mechanical Lifting,Near Miss,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The barrier was reviewed before the task continued. Demo sequence 0277 was logged.",synthetic_judge_demo_v0_1
DEMO500-0278,2026-09-01,Cedar Ridge Station,Mechanical Lifting,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The task was paused for a control check. Demo sequence 0278 was logged.",synthetic_judge_demo_v0_1
DEMO500-0279,2026-09-03,Aurora Basin,Inspection,Incident,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0279 was logged.",synthetic_judge_demo_v0_1
DEMO500-0280,2026-07-29,Aurora Basin,Electrical Maintenance,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. The area was checked before work continued. The task was paused for review. Demo sequence 0280 was logged.",synthetic_judge_demo_v0_1
DEMO500-0281,2026-09-07,Cedar Ridge Station,Pressure Testing,Unsafe Act,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and marked floor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0281 was logged.",synthetic_judge_demo_v0_1
DEMO500-0282,2026-08-18,Blue Mesa Yard,Mechanical Lifting,Unsafe Condition,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0282 was logged.",synthetic_judge_demo_v0_1
DEMO500-0283,2026-08-13,Cedar Ridge Station,Mechanical Lifting,Unsafe Act,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0283 was logged.",synthetic_judge_demo_v0_1
DEMO500-0284,2026-07-20,Cedar Ridge Station,Driving,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0284 was logged.",synthetic_judge_demo_v0_1
DEMO500-0285,2026-08-18,Blue Mesa Yard,Hot Work,Unsafe Act,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0285 was logged.",synthetic_judge_demo_v0_1
DEMO500-0286,2026-09-04,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0286 was logged.",synthetic_judge_demo_v0_1
DEMO500-0287,2026-08-28,Delta Point Facility,Inspection,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0287 was logged.",synthetic_judge_demo_v0_1
DEMO500-0288,2026-08-21,Aurora Basin,Driving,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0288 was logged.",synthetic_judge_demo_v0_1
DEMO500-0289,2026-09-03,Aurora Basin,Mechanical Lifting,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0289 was logged.",synthetic_judge_demo_v0_1
DEMO500-0290,2026-08-10,Delta Point Facility,Valve Maintenance,Unsafe Condition,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0290 was logged.",synthetic_judge_demo_v0_1
DEMO500-0291,2026-08-07,Delta Point Facility,Drilling,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0291 was logged.",synthetic_judge_demo_v0_1
DEMO500-0292,2026-07-24,Aurora Basin,Mechanical Lifting,Unsafe Condition,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0292 was logged.",synthetic_judge_demo_v0_1
DEMO500-0293,2026-08-24,Echo Valley Works,Valve Maintenance,Incident,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0293 was logged.",synthetic_judge_demo_v0_1
DEMO500-0294,2026-08-13,Delta Point Facility,Valve Maintenance,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed pressure valve and disconnected line, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0294 was logged.",synthetic_judge_demo_v0_1
DEMO500-0295,2026-08-10,Echo Valley Works,Inspection,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0295 was logged.",synthetic_judge_demo_v0_1
DEMO500-0296,2026-09-04,Echo Valley Works,Drilling,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a hand tool and parked vehicle, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0296 was logged.",synthetic_judge_demo_v0_1
DEMO500-0297,2026-07-21,Cedar Ridge Station,Mechanical Lifting,Incident,"At Cedar Ridge Station in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a closed vessel and idle gas monitor, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0297 was logged.",synthetic_judge_demo_v0_1
DEMO500-0298,2026-08-17,Echo Valley Works,Pressure Testing,Near Miss,"At Echo Valley Works in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured ladder and closed platform, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0298 was logged.",synthetic_judge_demo_v0_1
DEMO500-0299,2026-07-30,Aurora Basin,Driving,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a cool hot-work torch and closed cylinder, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0299 was logged.",synthetic_judge_demo_v0_1
DEMO500-0300,2026-07-28,Delta Point Facility,Hot Work,Near Miss,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0300 was logged.",synthetic_judge_demo_v0_1
DEMO500-0301,2026-07-30,Delta Point Facility,Mechanical Lifting,Incident,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0301 was logged.",synthetic_judge_demo_v0_1
DEMO500-0302,2026-09-11,Aurora Basin,Valve Maintenance,Near Miss,"At Aurora Basin in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0302 was logged.",synthetic_judge_demo_v0_1
DEMO500-0303,2026-08-19,Frostline Depot,Mechanical Lifting,Unsafe Act,"At Frostline Depot in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a checked permit board and hand tool, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0303 was logged.",synthetic_judge_demo_v0_1
DEMO500-0304,2026-07-24,Delta Point Facility,Mechanical Lifting,Incident,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0304 was logged.",synthetic_judge_demo_v0_1
DEMO500-0305,2026-09-09,Blue Mesa Yard,Electrical Maintenance,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked load and inspected sling, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0305 was logged.",synthetic_judge_demo_v0_1
DEMO500-0306,2026-09-07,Blue Mesa Yard,Inspection,Near Miss,"At Blue Mesa Yard in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a parked vehicle and clear route, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0306 was logged.",synthetic_judge_demo_v0_1
DEMO500-0307,2026-09-03,Delta Point Facility,Driving,Unsafe Act,"At Delta Point Facility in the workshop aisle, during routine inspection, a worker used a small hand tool. Nearby was a secured guard and idle control panel, not in use. The worker slipped on a dry step while walking beside the bench, lost balance, and rolled an ankle. The worker caught a finger on the tool case but did not fall. No one was exposed to serious harm and no credible fatal outcome was identified. The ordinary footing control was present and verified. The ankle and finger were checked after the slip. The fingertip was checked. The worker removed the step and continued. Demo sequence 0307 was logged.",synthetic_judge_demo_v0_1
