incident_id,source,source_record_id,duplicate_group,narrative,rule_id,candidate_evidence_excerpt,original_target,revised_target,mapping_evidence_excerpt,correction_reason,annotation_status,violation_status,label_provenance,annotation_version,partition
OSHA-SIR-2025076349,OSHA_SIR,2025076349,osha-text-6d16e5944ca8,"An employee was cleaning internal floating roof seals on the floating roof of a storage tank containing unknown contents. The employee was preparing to exit the confined space when his air supply hose became tangled. While untangling it, the air hose was cut and he turned on his 5-minute emergency escape pack and began climbing the ladder. The employee fell to the ground from the ladder, resulting in fractured ribs.",LSR02,The employee was preparing to exit the confined space when his air supply hose became tangled.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,The employee was preparing to exit the confined space when his air supply hose became tangled.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2025088466,OSHA_SIR,2025088466,osha-text-9fcc266b7a58,"An employee had been removing grates and placing straps on a tank so the tank could be moved. The employee jumped off the tank and was caught on the interior brace inside the tank. His leg twisted and he fell to the ground, resulting in a fractured tibia and fibula.",LSR02,The employee jumped off the tank and was caught on the interior brace inside the tank.,PATTERN_HIT_NOT_A_LABEL,NEGATIVE,,"The reviewed sentence describes material or an event inside the enclosure, not worker entry or confined-space work.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2025099072,OSHA_SIR,2025099072,osha-text-c32a7e3c79d3,"Multiple employees were using baling buckets to remove 750 gallons of 150-degree hydraulic oil out of a pit in a confined space for approximately 5.5 hours. The injured employee was standing on a ladder performing this task when they fell feet-first into the hydraulic oil pit, resulting in burns on both legs.",LSR02,Multiple employees were using baling buckets to remove 750 gallons of 150-degree hydraulic oil out of a pit in a confined space for approximately 5.5 hours.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,Multiple employees were using baling buckets to remove 750 gallons of 150-degree hydraulic oil out of a pit in a confined space for approximately 5.5 hours.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-2025099239,OSHA_SIR,2025099239,osha-text-1ccd6d4f9953,"An employee was airing up a pipe plug to perform a test but was encountering an error. He entered the manhole to ensure the hose had not fallen off or determine any other visible issues. While he was in the manhole pressure testing, the air bag blew out of the line, hitting his left leg and resulting in a broken leg and a laceration to his chin.",LSR02,He entered the manhole to ensure the hose had not fallen off or determine any other visible issues.,PATTERN_HIT_NOT_A_LABEL,POSITIVE,He entered the manhole to ensure the hose had not fallen off or determine any other visible issues.,"The narrative explicitly places work, entry, preparation for entry, or exit in a tank, vessel, manhole, silo, boiler, or stated confined space.",accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,regression_benchmark_excluded
OSHA-SIR-2015074266,OSHA_SIR,2015074266,osha-text-7aa1871cc966,"Several employees were getting their tools ready for the day after performing JSA at a jobsite outside of Kennedy, Texas. One employee went to uncradle the lubricator from the wire line rig, and the employees put the line through the sheave, which is connected to the wellhead. The operator watched the weight indicator and pulled 300 pounds of tension on the line, which released the wire line clamp. With the camp being removed manually, the injured employee noted that the wire was wrapped around the handle for the blow-out preventers. The employee released the wire from the handle; the tension on the wire sling shot the sheave up. The sheave directly contacted the injured employee's right hand and amputated his right pinky through his cloth glove.",LSR08,"Several employees were getting their tools ready for the day after performing JSA at a jobsite outside of Kennedy, Texas.",SYNONYM_HIT_NOT_A_LABEL,NEGATIVE,,The reviewed term refers to an unrelated use of authorisation/JSA or does not establish permit-controlled work.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-2015108128,OSHA_SIR,2015108128,osha-text-15adf7b6b8d0,"The injured employee was working atop a hopper car, replacing running board bolts. He was wearing a harness and lanyard, but was not secured to the car. At the same time, a second Team Member (TM) was preparing to utilize the overhead crane. Before operating the crane, this second TM reviewed the permit that was attached to the crane control showing the injured employee to be working atop said hopper car. He went to the car the employee was reported to be working on, and did not see him. He then looked at other cars the crane would be passing over, and did not identify anyone working atop those cars either. At this point, the second TM began to move the crane west (away from the employee) and secured the welding machine to be moved. Once the machine was attached and lifted off the ground, the load was moved east (toward the employee). As the crane passed over the car on which the injured employee was working, he fell approximately 16 feet to the ground fracturing both ankles and a leg.",LSR08,"Before operating the crane, this second TM reviewed the permit that was attached to the crane control showing the injured employee to be working atop said hopper car.",SYNONYM_HIT_NOT_A_LABEL,POSITIVE,"Before operating the crane, this second TM reviewed the permit that was attached to the crane control showing the injured employee to be working atop said hopper car.",The narrative explicitly describes permit-controlled work or a permit-required activity; validity or violation is not established.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,development
OSHA-SIR-20171110645,OSHA_SIR,20171110645,osha-text-939d23b8b3db,"An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections. He was standing on the I-beam he was cutting and another I-beam that was positioned 6 inches away. The I-beam he was gouging shifted after he finished cutting through it and moved toward the adjacent I-beam. As the I-beam shifted, it caught his right arm between the I-beams. He sustained third degree burns to his right forearm and hand from the I-beams, which were heated from the arc gouging process.",LSR08,An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections.,SYNONYM_HIT_NOT_A_LABEL,POSITIVE,An employee was working inside a power boiler (permit-required confined space) while arc gouging (cutting) a 30-foot long by 27-inch wide I-beam into 5-foot sections.,The narrative explicitly describes permit-controlled work or a permit-required activity; validity or violation is not established.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2022064916,OSHA_SIR,2022064916,osha-text-4585fc7d678f,An employee was trying to prevent a patient from entering an unauthorized area. The patient fell on the employee's right hand injuring the employee's right little finger.,LSR08,An employee was trying to prevent a patient from entering an unauthorized area.,SYNONYM_HIT_NOT_A_LABEL,NEGATIVE,,The reviewed term refers to an unrelated use of authorisation/JSA or does not establish permit-controlled work.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,evaluation
OSHA-SIR-2022087589,OSHA_SIR,2022087589,osha-text-ecef060e01e3,A casino security employee was responding to a report of an uncooperative guest entering through an unauthorized door. The employee was injured in a physical struggle with the guest; the employee fell to the floor and was hospitalized with a fractured knee and torn ligaments.,LSR08,A casino security employee was responding to a report of an uncooperative guest entering through an unauthorized door.,SYNONYM_HIT_NOT_A_LABEL,NEGATIVE,,The reviewed term refers to an unrelated use of authorisation/JSA or does not establish permit-controlled work.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
OSHA-SIR-2024054337,OSHA_SIR,2024054337,osha-text-9291536adb83,"Two employees were troubleshooting a post-fire event in a pump room. It was found that one or two nuts were missing from the bolts that secured the loose blow-out panel. One of the two employees placed the blow-out panel back in its original position. As he closed the oil chamber, the vacuum increased. Mixing conditions changed and the oil dispersion exploded. The two employees in front of the blow-out panels sustained severe burns.",LSR08,Mixing conditions changed and the oil dispersion exploded.,SYNONYM_HIT_NOT_A_LABEL,NEGATIVE,,The reviewed term refers to an unrelated use of authorisation/JSA or does not establish permit-controlled work.,accepted,NOT_ESTABLISHED,offline_ai_assisted_narrative_review_not_hse_ground_truth,iogp-lsr-ai-assisted-v0.3.0,train
