candidate_id,ai_pass_b_label,ai_pass_b_confidence,ai_pass_b_hazard,ai_pass_b_exposure,ai_pass_b_barrier_failure,ai_pass_b_credible_consequence,ai_pass_b_reason,ai_pass_b_framework_version
OSHA-SIR-2016088097,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2020032012,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015020055,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015031384,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015118254,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022032767,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016032350,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015107866,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016109793,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010271,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015021361,SIF_POTENTIAL,0.93,"Extreme-temperature fluid, steam, or material",Personnel were in the direct thermal release or contact zone,"Isolation, depressurization, containment, or thermal protection failed",Credible fatal or life-altering burns and systemic injury,Direct exposure to uncontrolled extreme-temperature material supports credible fatal or life-altering burns.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018010419,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010181,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021054085,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010401,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015107725,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20161211930,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016099138,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022021797,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018055135,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2020032237,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015129881,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010253,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019066062,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015118834,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010700,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016109353,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022065392,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022043040,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20191111947,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016054654,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021020886,SIF_POTENTIAL,0.93,"Extreme-temperature fluid, steam, or material",Personnel were in the direct thermal release or contact zone,"Isolation, depressurization, containment, or thermal protection failed",Credible fatal or life-altering burns and systemic injury,Direct exposure to uncontrolled extreme-temperature material supports credible fatal or life-altering burns.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2020010577,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015063813,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016098830,UNCERTAIN,0.55,Potential lower-level fall or opening of unspecified depth,"Personnel were near the fall hazard, but the credible fall path is unclear","Height, edge protection, or fall-protection details are missing",Insufficient evidence to establish or exclude fatal or life-altering fall trauma,The fall height and protective-barrier evidence are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010140,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015129168,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017065650,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010363,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017109605,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016065427,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016010251,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017087880,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2023021122,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016055851,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021086483,SIF_POTENTIAL,0.86,"Venomous, anaphylactic, or high-force animal exposure","Personnel were bitten, stung, or struck by the animal","Detection, avoidance, exclusion, or emergency control was ineffective","Credible fatal envenomation, anaphylaxis, or life-altering trauma",The described animal exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018032417,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018010452,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015096851,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010417,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015041925,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010541,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017010688,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021021798,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015108004,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017054249,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016021597,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021065283,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010522,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018099765,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015041995,SIF_POTENTIAL,0.95,"Toxic, corrosive, or oxygen-displacing substance",Personnel inhaled or directly contacted the released substance,"Containment, isolation, ventilation, or respiratory protection failed","Credible fatal poisoning, asphyxiation, or life-altering chemical injury",The hazardous substance exposure supports a credible fatal or life-altering toxic consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015107637,UNCERTAIN,0.54,Chemical or inhalation exposure of unspecified identity or dose,Personnel exposure is reported without adequate concentration or route detail,"Containment, ventilation, and protective-control details are not described",Insufficient evidence to establish or exclude fatal or life-altering toxicity,"The substance, dose, and control evidence are insufficient for a reliable SIF-potential judgment.",SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015096421,SIF_POTENTIAL,0.95,"Toxic, corrosive, or oxygen-displacing substance",Personnel inhaled or directly contacted the released substance,"Containment, isolation, ventilation, or respiratory protection failed","Credible fatal poisoning, asphyxiation, or life-altering chemical injury",The hazardous substance exposure supports a credible fatal or life-altering toxic consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010478,SIF_POTENTIAL,0.95,"Toxic, corrosive, or oxygen-displacing substance",Personnel inhaled or directly contacted the released substance,"Containment, isolation, ventilation, or respiratory protection failed","Credible fatal poisoning, asphyxiation, or life-altering chemical injury",The hazardous substance exposure supports a credible fatal or life-altering toxic consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017043721,SIF_POTENTIAL,0.95,"Toxic, corrosive, or oxygen-displacing substance",Personnel inhaled or directly contacted the released substance,"Containment, isolation, ventilation, or respiratory protection failed","Credible fatal poisoning, asphyxiation, or life-altering chemical injury",The hazardous substance exposure supports a credible fatal or life-altering toxic consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019033190,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019021679,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20171211664,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016020995,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019032243,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017032812,NON_SIF_POTENTIAL,0.92,Handheld cutting-tool energy,A hand entered the tool's immediate cutting path,Hand positioning or cut protection was ineffective,Localized hand injury without supported fatal or life-altering potential,The handheld cutting exposure is localized and does not support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016087087,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20181111446,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010438,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016098738,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015042463,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20161010261,UNCERTAIN,0.56,Equipment or object energy of unspecified magnitude,"Personnel contact is described, but the full exposure zone is unclear","Critical equipment, isolation, support, or guarding details are missing",Insufficient evidence to establish or exclude fatal or life-altering potential,The equipment mechanism and critical-control details are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016076185,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015020653,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017054820,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022020992,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022032643,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1
