candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-2015020055,OSHA_SIR,2015020055,"An employee of SM Fencing & Energy Services, Inc. lost his eye sight after receiving a head injury. The employee slipped on the ice at the project site while carrying a railroad tie. After the employee fell to the ground, the railroad tie fell on his head.",SIF_POTENTIAL,0.91,Falling railroad tie,Heavy tie landed on the worker's head,Manual-load and drop-zone controls failed,Fatal cranial trauma,A heavy railroad tie fell onto the head and could credibly be fatal.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015118254,OSHA_SIR,2015118254,An employee was rigging up a swab lubricator when he tripped on an uneven surface and broke his tibia and dislocated the fibula.,NON_SIF_POTENTIAL,0.95,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2022032767,OSHA_SIR,2022032767,"An employee was walking toward a pump on which he was installing a new suction manifold. He tripped over the old manifold, lying on the ground, and fell. He suffered a compound fracture to the left forearm and was hospitalized.",NON_SIF_POTENTIAL,0.92,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016032350,OSHA_SIR,2016032350,An employee had replaced a clutch in a drive belt when he tripped on the concrete base and struck his left hand on the unit frame. His fingertip and a small amount of bone were amputated.,NON_SIF_POTENTIAL,0.9,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.900000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015107866,OSHA_SIR,2015107866,"The employee was walking, tripped over a wooden pallet, and fell breaking his hip.",NON_SIF_POTENTIAL,0.86,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.860000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010271,OSHA_SIR,2015010271,"At the facility shop area, an employee tripped over his feet and fell on an industrial sized valve stem used in hydrofracking (a piece of sharp equipment) and lacerated his abdomen. This injury required hospitalization for two days.",SIF_POTENTIAL,0.92,Unguarded sharp steel protrusion,Worker fell onto the protruding metal,Protrusion guarding and housekeeping controls failed,Fatal impalement or permanent organ injury,The fall path contained an exposed sharp steel projection capable of penetrating the torso or head.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015021361,OSHA_SIR,2015021361,"An employee tripped and fell to the ground. The employee landed on his knees in a pile of hot petroleum coke. The employee sustained burns on both legs from the coke, and possibly the hot steam. The employee was taken by ambulance to Christiana Hospital, and later transferred to Crozer-Chester Medical Center in Chester, Pennsylvania. The employee sustained 2nd degree burns on his legs, and 3rd degree burns on his ankles.",SIF_POTENTIAL,0.86,Hot petroleum coke and possible steam,Worker fell into the hot material,Thermal-area separation and footing controls failed,Extensive burns or fatal thermal injury,Falling into hot coke and steam created credible life-altering thermal exposure beyond an ordinary trip.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Extreme-temperature fluid, steam, or material",Personnel were in the direct thermal release or contact zone,"Isolation, depressurization, containment, or thermal protection failed",Credible fatal or life-altering burns and systemic injury,Direct exposure to uncontrolled extreme-temperature material supports credible fatal or life-altering burns.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.860000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010181,OSHA_SIR,2015010181,An employee slipped on a step and fell forward injuring both knees.,NON_SIF_POTENTIAL,0.98,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010401,OSHA_SIR,2015010401,Employee was breaking a bolt with a crescent wrench and it slipped. The employee fell back and rolled onto the leg fracturing the ankle.,NON_SIF_POTENTIAL,0.97,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015107725,OSHA_SIR,2015107725,The elevator lifting a 30 foot long pipe at an oil well shifted causing the bottom of the pipe to strike an employee in the back. This employee then fell against a second employee pushing the tongs into his face and causing employee 2 to fall and strike his head against the guardrail. Employee 2 was knocked unconscious for several seconds and was hospitalized with a fracture of the bottom orbital bone below the left eye.,SIF_POTENTIAL,0.95,Suspended or forklift-supported heavy load,Worker was beside the shifting or swinging load,Load control and exclusion-zone controls failed,Fatal struck-by or crushing injury,The worker was within the movement zone of a lifted heavy object that shifted or swung unexpectedly.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20161211930,OSHA_SIR,20161211930,"An employee was moving a piece of iron on the bed of an iron truck, when he lost his balance, slipped, and caught his finger between the piece of iron he was handling and part of the iron flatbed truck. The left middle fingertip was amputated.",NON_SIF_POTENTIAL,0.9,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016099138,OSHA_SIR,2016099138,An employee was walking through the lobby of the building when she fell on the left side of her hip and broke it. She was hospitalized and had surgery.,NON_SIF_POTENTIAL,0.88,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2022021797,OSHA_SIR,2022021797,"An temporary employee was pressure-washing the deck of a vessel. As he walked, his foot slipped into an opening in the grating on the scaffold. He fell into the opening and his lower right arm passed through the 40,000 psi water stream, which cut it and an artery.",SIF_POTENTIAL,0.99,"40,000-psi water jet",Worker's arm crossed the active jet,Jet isolation and access controls failed,Fatal bleeding or traumatic amputation,An active ultra-high-pressure water stream can sever tissue and major vessels.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018055135,OSHA_SIR,2018055135,"An employee was observing pressure line testing, heard a hissing sound, stepped back to observe and fell into steel rebar. The employee was hospitalized for puncture wounds and internal bleeding.",SIF_POTENTIAL,0.91,Unguarded sharp steel protrusion,Worker fell onto the protruding metal,Protrusion guarding and housekeeping controls failed,Fatal impalement or permanent organ injury,The fall path contained an exposed sharp steel projection capable of penetrating the torso or head.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.84,Sharp protrusion or penetrating object,The head or torso entered the penetration path,"Guarding, housekeeping, or separation from the sharp object failed",Credible fatal penetration or life-altering internal injury,The exposed sharp object and body contact path support a credible fatal or life-altering penetration consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.840000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015129881,OSHA_SIR,2015129881,An employee was working on a derrick about 10 feet off the ground and was being lifted to disconnect the elevator. A wire rope under tension snapped back striking the employee and throwing him in the air and then back down. The employee was wearing a safety harness and he only fell the length of his lanyard or about 4 feet. The employee injured his back and was hospitalized.,SIF_POTENTIAL,0.98,Tensioned rig line snapback,Elevated worker was struck or pulled away from support,"Line condition, separation, and fall controls failed",Fatal fall or snapback trauma,Tensioned line movement displaced an elevated worker and could cause fatal impact or fall.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010253,OSHA_SIR,2015010253,"Employee was on the side of the derrick untying tubular when his fast line became caught up in his SRL. The employee was pulled away from the ladder. The SRL stopped and so did the anchor. Therefore, no fall resulted. The employee received contusions to the head, ribs, and chest area. He also suffered bruising to the brain and lungs and received six stitches to the forehead. He did not lose consciousness.",SIF_POTENTIAL,0.97,Tensioned rig line snapback,Elevated worker was struck or pulled away from support,"Line condition, separation, and fall controls failed",Fatal fall or snapback trauma,Tensioned line movement displaced an elevated worker and could cause fatal impact or fall.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2019066062,OSHA_SIR,2019066062,"An employee was teaching another employee how to operate a backhoe. He was standing on the top step by the cab when the other employee hit a rough area. He then fell off the backhoe to the ground, breaking his left upper femur just below the pelvis area.",SIF_POTENTIAL,0.82,Unbalanced aerial lift during loading,Operator was ejected from the basket,Load stability and restraint controls failed,Fatal fall or crushing by equipment,Loss of lift stability ejected the operator and could credibly cause fatal fall or crush injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.820000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015118834,OSHA_SIR,2015118834,"On or about November 22, 2015, an employee was seriously injured and hospitalized with a crushed pelvis and a lower left arm amputation, after being ejected from a front end loader that went over an embankment at the facility.",SIF_POTENTIAL,0.99,Unbalanced aerial lift during loading,Operator was ejected from the basket,Load stability and restraint controls failed,Fatal fall or crushing by equipment,Loss of lift stability ejected the operator and could credibly cause fatal fall or crush injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010700,OSHA_SIR,2015010700,"On January 22, 2015, an employee was hospitalized after falling 12 feet to the ground through a 2' x 3' opening in a centrifuge stand.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016109353,OSHA_SIR,2016109353,An employee fell into a hole that was 18 feet deep and was hospitalized with a broken nose and cheek and jaw injuries.,SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2022065392,OSHA_SIR,2022065392,"Maintenance was being performed on a machine that inverts coal cars to dump product out of the cars. The machine was in the inverted position at the time. An employee was standing on fiberglass grating when it came loose causing them to fall 21 feet to the surface below. The employee sustained a broken arm. The employee was wearing fall protection, but it was not connected at the time of the fall.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2022043040,OSHA_SIR,2022043040,"An employee was connecting power cables/cords on the floor of a rig. The employee was partially standing on the bat door when it activated, causing the employee to fall approximately 30 feet to the ground and sustain eight fractured ribs, a punctured lung, and bruising to the kidney, liver, and spleen.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-20191111947,OSHA_SIR,20191111947,"As they were leaving a control room, two employees fell 30 feet through a floor opening immediately outside the door to the concrete below and were hospitalized.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016054654,OSHA_SIR,2016054654,"An employee climbed a ladder to assess the next level of a metal roof. He stepped on a shingle and fell 8 feet through the roof to the ground, breaking his right index finger, left middle finger, right hip, and back.",SIF_POTENTIAL,0.98,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2020010577,OSHA_SIR,2020010577,"Employees were working to remove a blow-out preventer (BOP) by dragging it with a tandem bed truck on the BOP skid from between two rig subs during rig-down operations. An employee was spotting the BOP skid as it was being pulled out by a tandem bed truck so it did not contact the rig sub's cylinders. He was standing on each side of the BOP skid directly beside the gas well cellar that the BOP had been removed from in order to watch the skid pass the cylinders and communicate with the bed truck operator as he pulled the skid away from the spotters. At the time, the well cellar guards had been removed from around the BOP, as is required to disconnect the BOP and lay it over on the skid. The employee stepped back into the cellar opening and fell 4 feet down onto a metal work platform and toe board, resulting in a broken collar bone, broken ribs, and a punctured lung.",SIF_POTENTIAL,0.81,Unguarded well-cellar opening beside moving BOP work,Spotter stepped backward into the opening,Temporary guard and safe-position controls failed,"Head trauma, fall injury, or interaction with moving equipment",The open cellar was immediately beside truck-pulled heavy equipment and the spotter's work position.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.810000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015063813,OSHA_SIR,2015063813,"An employee was checking a leak on the roof. He fell through the roof (skylight) and ceiling (another 15 feet) to the ground for about 50 feet total. He was hospitalized for a dislocated shoulder, a cut on his left rib, and brain bleeding. He underwent surgery.",SIF_POTENTIAL,0.99,Elevated fall greater than about six feet,Worker fell from elevated equipment or structure,Fall prevention or personal fall protection failed,Fatal head trauma or permanent spinal injury,The described fall height and failed fall control create credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,Elevated work or an unprotected lower-level fall,Personnel were exposed to a significant fall path,"Platform integrity, edge protection, access, or fall-arrest control failed","Credible fatal head, spinal, or multisystem trauma",The significant fall exposure and failed protective barrier support credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.960000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010140,OSHA_SIR,2015010140,An employee was injured when the brakes on a seven-car string of loaded boxcars let loose. The cars rolled into a four-car string of empty boxcars. The impact knocked an employee off the four-car string and he fell on the ground. The employee was hospitalized for lacerations.,SIF_POTENTIAL,0.99,Uncontrolled loaded railcars,Impact knocked a worker from the car string,Railcar securement and personnel-clearance controls failed,"Fatal collision, crushing, or fall",Released loaded railcars collided with another string while a worker was exposed on the cars.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015129168,OSHA_SIR,2015129168,"An employee was checking a collection box and lost his balance as he stood up. As he attempted to jump the front of the collection box ditch, the impact of the landing fractured his lower left leg.",NON_SIF_POTENTIAL,0.96,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.910000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015010363,OSHA_SIR,2015010363,"Employee slipped on ice and broke femur while working on well site in the vicinity of the Anderson 1-4-H location near Williston, North Dakota.",NON_SIF_POTENTIAL,0.88,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2017109605,OSHA_SIR,2017109605,"An employee fell while installing safety clamps. During the fall, the employee's left pinky finger was caught and partially amputated between a safety clamp and a pipe.",NON_SIF_POTENTIAL,0.9,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016065427,OSHA_SIR,2016065427,An employee was operating a service rig with a snubbing crew when a flash fire or explosion occurred and severely burned the employee.,SIF_POTENTIAL,0.99,Flammable gas explosion or flash fire,Worker was within the blast and flame area,"Leak detection, containment, or ignition control failed","Fatal blast, burns, or structural injury","Accumulated or leaking gas ignited around personnel, creating credible fatal blast and burn exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,"Fire, explosion, or ignitable hydrocarbon energy","Personnel were within the flame, heat, or blast zone","Fuel containment, isolation, ignition control, or verification failed","Credible fatal burns, blast trauma, or smoke inhalation",The described fire or explosion exposure supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
