incident_id,source,source_record_id,narrative,original_label,revised_label,reference_annotator_confidence,exact_evidence_excerpt,correction_reason,annotation_review_status,label_provenance,annotation_version,reviewer_id,reviewer_name,submitted_at,activity,source_native_outcome
OSHA-SIR-2017065650,OSHA_SIR,2017065650,"On June 20, 2017, an employee was working on a pipe while standing on skids stacked on the pipeline. The employee was closing the valve on the pipe so it could be tested for leaks when the skids shifted and the employee fell. The flange of the pipeline hit the employee's right foot, amputating it from the ball of the foot forward.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,"On June 20, 2017, an employee was working on a pipe while standing on skids stacked on the pipeline.",Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 18:21:52.355811+00,"Fall, slip, trip, unspecified ",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2017065761,OSHA_SIR,2017065761,An employee was bitten on the right calf by a spider while working at a drilling rig.,UNCERTAIN,UNCERTAIN,0.90,An employee was bitten on the right calf by a spider while working at a drilling rig.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 15:14:46.590891+00,"Bites and stings, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2017076668,OSHA_SIR,2017076668,"An employee was helping a coworker lower a cutting trough. The coworker attached a chain to the cutting trough and a shaker walkway overhang. The employee centered a forklift on the cutting trough and raised the forks up until they came into contact with the trough, to relieve any pressure from the saddle supports underneath. He un-pinned and removed one saddle support, then attempted to un-pin/remove the second support. He took his left hand and held the tubing and the slide portion of the saddle support in order to gain additional leverage to free the stuck pin. Once the pin came out, the slide fell and smashed his left index finger between the saddle and the tubing.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was helping a coworker lower a cutting trough. The coworker attached a chain to the cutting trough and a shaker walkway overhang. The employee centered a forklift on the cutting trough and raised the forks up until they came into contact with the trough, to relieve any pressure from the saddle supports underneath. He un-pinned and removed one saddle support, then attempted to un-pin/remove the second support. He took his left hand and held the tubing and the slide portion of the saddle support in order to gain additional leverage to free the stuck pin. Once the pin came out, the slide fell and smashed his left index finger between the saddle and the tubing.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 18:13:30.826915+00,"Caught in or compressed by equipment or objects, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2017087880,OSHA_SIR,2017087880,Two employees were performing servicing work at a natural gas refrigeration plant when a fire erupted and seriously burned their backs.,UNCERTAIN,SIF_POTENTIAL,0.70,Two employees were performing servicing work at a natural gas refrigeration plant when a fire erupted and seriously burned their backs.,Narrative explicitly supports a credible SIF mechanism: fire explosion.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 19:15:06.519864+00,"Fire, unspecified",Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2017088097,OSHA_SIR,2017088097,An employee was adjusting the high/low switch on his truck-mounted welder. He was turning around when he lost his footing because it had just rained and his truck bed was slick. He went to steady himself and reached to grab onto something with his hands. His right hand slid underneath the cowling of his welder and two fingers were severely lacerated by the motor fan blades. He was hospitalized.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,An employee was adjusting the high/low switch on his truck-mounted welder. He was turning around when he lost his footing because it had just rained and his truck bed was slick. He went to steady himself and reached to grab onto something with his hands. His right hand slid underneath the cowling of his welder and two fingers were severely lacerated by the motor fan blades. He was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:26:46.800645+00,Slip on vehicle without fall-nontransport,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2017099315,OSHA_SIR,2017099315,"An employee was in a boat, inspecting a pipeline, when the boat hit something in the water and ejected the employee from the seat. The employee hit the boat floor and suffered a forehead laceration and fractured left wrist.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was in a boat, inspecting a pipeline, when the boat hit something in the water and ejected the employee from the seat. The employee hit the boat floor and suffered a forehead laceration and fractured left wrist.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 11:27:30.969852+00,Collision between water vehicle and object,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171010045,OSHA_SIR,20171010045,"A crew was attempting to line up a catwalk with a vee-door. An employee's left hand was resting on the catwalk. The employee signaled the driller on the controls to move the catwalk. The vee-door, which was resting on the catwalk, then shook free and swung down, smashing the employee's left pinky finger.",SIF_POTENTIAL,SIF_POTENTIAL,0.50,"A crew was attempting to line up a catwalk with a vee-door. An employee's left hand was resting on the catwalk. The employee signaled the driller on the controls to move the catwalk. The vee-door, which was resting on the catwalk, then shook free and swung down, smashing the employee's left pinky finger.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-08 20:36:03.662799+00,Struck by or caught in swinging door or gate,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171010193,OSHA_SIR,20171010193,"Two employees from two different companies were using a manlift to set a valve on a wellhead. The rigging from the crane carrying the wellhead became bound with the well, causing it to kick. The valve then loosened from the carrying straps and fell 14 feet, hitting the manlift. The two employees were knocked out of the manlift and fell 9 feet to the ground. One employee suffered a broken leg and was hospitalized. The other employee suffered minor injuries.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"Two employees from two different companies were using a manlift to set a valve on a wellhead. The rigging from the crane carrying the wellhead became bound with the well, causing it to kick. The valve then loosened from the carrying straps and fell 14 feet, hitting the manlift. The two employees were knocked out of the manlift and fell 9 feet to the ground. One employee suffered a broken leg and was hospitalized. The other employee suffered minor injuries.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 18:20:27.586482+00,Other fall to lower level 6 to 10 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171010313,OSHA_SIR,20171010313,"On October 27, 2017, at approximately 2:45 p.m., an employee was adjusting the forks of a lift. While holding onto the side of the forklift assembly, he boomed up and kicked the fork over with his foot. As the fork moved, it dropped into place, along with the bar that supports the forks. The employee's gloved finger was then pinched between the fork and fork assembly, amputating his right middle fingertip.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"On October 27, 2017, at approximately 2:45 p.m., an employee was adjusting the forks of a lift. While holding onto the side of the forklift assembly, he boomed up and kicked the fork over with his foot. As the fork moved, it dropped into place, along with the bar that supports the forks. The employee's gloved finger was then pinched between the fork and fork assembly, amputating his right middle fingertip.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 18:06:46.790198+00,"Caught in or compressed by equipment or objects, unspecified",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2017109574,OSHA_SIR,2017109574,"An employee was loading a pallet into a truck when he slipped and tore his left patella tendon, requiring hospitalization.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.90,"An employee was loading a pallet into a truck when he slipped and tore his left patella tendon, requiring hospitalization.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:29:13.716802+00,"Slip without fall, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2017109605,OSHA_SIR,2017109605,"An employee fell while installing safety clamps. During the fall, the employee's left pinky finger was caught and partially amputated between a safety clamp and a pipe.",NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,"An employee fell while installing safety clamps. During the fall, the employee's left pinky finger was caught and partially amputated between a safety clamp and a pipe.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 18:49:22.918813+00,"Fall, slip, trip, unspecified ",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-20171110629,OSHA_SIR,20171110629,An employee was up on a stairway opening valves on a wellhead when the stairs gave way. The employee suffered a broken left leg.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,An employee was up on a stairway opening valves on a wellhead when the stairs gave way. The employee suffered a broken left leg.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 19:32:13.630013+00,"Fall from collapsing structure or equipment, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171110662,OSHA_SIR,20171110662,An employee was stepping down into an excavation when he fractured his tibia.,UNCERTAIN,UNCERTAIN,0.70,An employee was stepping down into an excavation when he fractured his tibia.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 11:22:18.253894+00,Climbing or stepping up or down-single episode,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171110941,OSHA_SIR,20171110941,"An employee was watching a sub-winch cable run through sheaves to ensure that the cable was running smoothly when he noticed slack due to the cable coming off the sheave. He grabbed the cable with his left hand for balance and placed his right foot on the lower section of the cable to push it into the sheave. The cable then broke free into the sheave, consequently creating tension on the cable, which cut his right foot and three left-hand fingers. His three middle left-hand fingers were amputated, and his right foot was partially amputated.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was watching a sub-winch cable run through sheaves to ensure that the cable was running smoothly when he noticed slack due to the cable coming off the sheave. He grabbed the cable with his left hand for balance and placed his right foot on the lower section of the cable to push it into the sheave. The cable then broke free into the sheave, consequently creating tension on the cable, which cut his right foot and three left-hand fingers. His three middle left-hand fingers were amputated, and his right foot was partially amputated.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-06 10:41:07.756502+00,"Caught in running equipment or machinery during maintenance, cleaning ",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-20171110965,OSHA_SIR,20171110965,"An employee was repairing a metal platform that was supported by metal saw horses and jack stands. A metal shim was in place on the saw horse to level the platform. The employee noticed the shim had turned slightly, so he used a 4 lb. maul to tap the shim into its original position. The force of the strike caused the shim to dislodge, and the corner of the platform came down on the employee's index finger. The employee suffered an amputation.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was repairing a metal platform that was supported by metal saw horses and jack stands. A metal shim was in place on the saw horse to level the platform. The employee noticed the shim had turned slightly, so he used a 4 lb. maul to tap the shim into its original position. The force of the strike caused the shim to dislodge, and the corner of the platform came down on the employee's index finger. The employee suffered an amputation.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 22:15:30.854471+00,"Struck by falling object or equipment, n.e.c.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-20171211664,OSHA_SIR,20171211664,"On 12/8/2017, at 4:00 p.m., employee #1 was on a truck containing racks of 25-foot sucker rods helping to offload the rods to employee #2, who was stationed on the ground. Employee #1 dropped his end of the sucker rod, which struck the ground. The impact caused a wave motion to propagate through the sucker rod, which then caused the end that employee #2 was holding to fling out of his hands in an upward motion, striking and lacerating his nose and forehead.",UNCERTAIN,UNCERTAIN,0.70,"On 12/8/2017, at 4:00 p.m., employee #1 was on a truck containing racks of 25-foot sucker rods helping to offload the rods to employee #2, who was stationed on the ground. Employee #1 dropped his end of the sucker rod, which struck the ground. The impact caused a wave motion to propagate through the sucker rod, which then caused the end that employee #2 was holding to fling out of his hands in an upward motion, striking and lacerating his nose and forehead.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 09:19:52.907888+00,"Injured by handheld object or equipment, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-20171212048,OSHA_SIR,20171212048,An employee was riding a crew bus to a job site when the bus stopped. The crew exited the bus and was standing on the side of the road when a private vehicle struck employee. He suffered multiple blunt force trauma.,SIF_POTENTIAL,SIF_POTENTIAL,0.70,An employee was riding a crew bus to a job site when the bus stopped. The crew exited the bus and was standing on the side of the road when a private vehicle struck employee. He suffered multiple blunt force trauma.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:55:41.006806+00,Pedestrian struck by forward-moving vehicle on side of road,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018010036,OSHA_SIR,2018010036,"An employee was setting up a warming tent at a job site when a work truck struck and pinned the employee between it and a 54-inch reamer. The employee's lower right leg was crushed, requiring hospitalization.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was setting up a warming tent at a job site when a work truck struck and pinned the employee between it and a 54-inch reamer. The employee's lower right leg was crushed, requiring hospitalization.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fa21da09-d2cf-45e7-874a-a1c4d3fdc84b,Punaji Zore,2026-09-05 15:20:08.208789+00,Caught between rolling powered vehicle and other object,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018010419,OSHA_SIR,2018010419,"An employee was tripping drill pipe out of a hole at a drilling rig when he tripped and put his hands out to catch himself. While his hands were on the ground, the pipe fell on and cut his right pinky finger. His pinky finger was surgically amputated at the knuckle.",NON_SIF_POTENTIAL,SIF_POTENTIAL,0.70,An employee was tripping drill pipe out of a hole at a drilling rig when he tripped and put his hands out to catch himself.,Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 14:20:14.736129+00,"Fall on same level due to tripping, unspecified",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018010452,OSHA_SIR,2018010452,An employee was delivering fuel to a store when his pants caught on fire. He sustained burns to both legs and his left hand.,UNCERTAIN,SIF_POTENTIAL,0.70,An employee was delivering fuel to a store when his pants caught on fire.,Narrative explicitly supports a credible SIF mechanism: supported high energy exposure.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 19:24:42.11191+00,Ignition of clothing from controlled heat source,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018021180,OSHA_SIR,2018021180,"An employee was using a telehandler to move cargo when a front loader lost traction at the top of a hill and slid down into the telehandler as the employee was trying to get out, crushing his right leg and pelvis.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was using a telehandler to move cargo when a front loader lost traction at the top of a hill and slid down into the telehandler as the employee was trying to get out, crushing his right leg and pelvis.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 17:53:56.623407+00,"Nonroadway collision with other vehicle, unspecified",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018021922,OSHA_SIR,2018021922,"While conducting rig-up operations, two employees were carrying a 2-inch joint of iron piping when the first employee dropped the joint on the second employee's finger. His right middle finger was crushed between the falling pipe and piping that was on the ground, resulting in an amputation.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"While conducting rig-up operations, two employees were carrying a 2-inch joint of iron piping when the first employee dropped the joint on the second employee's finger. His right middle finger was crushed between the falling pipe and piping that was on the ground, resulting in an amputation.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-08 19:56:46.490232+00,Struck by object or equipment dropped by other person,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018032178,OSHA_SIR,2018032178,An employee was loosening a plug on a union. The pipe wrench fell and the employee lost his balance causing him to step awkwardly and break a leg.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.70,An employee was loosening a plug on a union. The pipe wrench fell and the employee lost his balance causing him to step awkwardly and break a leg.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-04 18:01:17.258258+00,"Other exertions or bodily reactions, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018032413,OSHA_SIR,2018032413,"A generator was being replaced on a drilling rig. The 3700 pound generator was lifted and held with a chain attached and carried by an all terrain forklift. While the injured employee was pushing the generator with two other employees, the chain holding the generator slid from the forks of the all terrain forklift and fell backwards onto the employees. The injured employee sustained rib fractures.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"A generator was being replaced on a drilling rig. The 3700 pound generator was lifted and held with a chain attached and carried by an all terrain forklift. While the injured employee was pushing the generator with two other employees, the chain holding the generator slid from the forks of the all terrain forklift and fell backwards onto the employees. The injured employee sustained rib fractures.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 22:46:41.754982+00,Struck by object falling from vehicle or machinery-other than vehicle part,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018032417,OSHA_SIR,2018032417,Two employees were involved in a physical altercation at the work site. One employee suffered a broken nose and was hospitalized.,UNCERTAIN,UNCERTAIN,0.70,Two employees were involved in a physical altercation at the work site. One employee suffered a broken nose and was hospitalized.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 19:23:00.050998+00,"Hitting, kicking, beating, shoving",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018032549,OSHA_SIR,2018032549,"An employee was on a catwalk when it broke loose at the mounting points, causing the employee to fall 12 feet to the ground and suffer a shoulder injury.",UNCERTAIN,SIF_POTENTIAL,0.70,"An employee was on a catwalk when it broke loose at the mounting points, causing the employee to fall 12 feet to the ground and suffer a shoulder injury.",Narrative explicitly supports a credible SIF mechanism: significant fall.,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 18:08:48.030215+00,Fall from collapsing structure or equipment 11 to 15 feet ,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018032710,OSHA_SIR,2018032710,"An employee was working on the rig floor assembling a bottom hole assembly when a shock-sub struck the top of his right foot, damaging his pinky toe. His toe had to be surgically amputated from the last joint.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was working on the rig floor assembling a bottom hole assembly when a shock-sub struck the top of his right foot, damaging his pinky toe. His toe had to be surgically amputated from the last joint.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-08 20:28:20.481402+00,"Struck by object or equipment, unspecified",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018033060,OSHA_SIR,2018033060,"Employees were repairing a cooling unit on a new oil tank battery when a piping union failed and struck the injured employee, who suffered an amputation of the right leg below the knee.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Employees were repairing a cooling unit on a new oil tank battery when a piping union failed and struck the injured employee, who suffered an amputation of the right leg below the knee.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 22:22:50.167005+00,"Struck by falling object or equipment, n.e.c.",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018033109,OSHA_SIR,2018033109,"An employee entered a tower and was vacuuming out adsorbent that was stuck to the inside walls when the adsorbent became detached from the wall and engulfed the employee. The employee suffered upper body trauma and partial asphyxiation, requiring hospitalization.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee entered a tower and was vacuuming out adsorbent that was stuck to the inside walls when the adsorbent became detached from the wall and engulfed the employee. The employee suffered upper body trauma and partial asphyxiation, requiring hospitalization.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-04 07:16:50.326711+00,Engulfment in other collapsing material,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018043604,OSHA_SIR,2018043604,"An employee was steaming out a line when a candy cane propelled out of the tank, striking the employee in the head and hands. The employee suffered a facial cut, facial burns, and a broken hand.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was steaming out a line when a candy cane propelled out of the tank, striking the employee in the head and hands. The employee suffered a facial cut, facial burns, and a broken hand.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 21:49:10.49724+00,"Struck by discharged or flying object, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018044142,OSHA_SIR,2018044142,"An employee was helping to hitch a trailer to a truck when the truck backed up. He was pinned between the truck and trailer, suffering a laceration and partial amputation.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"An employee was helping to hitch a trailer to a truck when the truck backed up. He was pinned between the truck and trailer, suffering a laceration and partial amputation.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 14:01:36.995343+00,Pedestrian struck by vehicle backing up in nonroadway area,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018054320,OSHA_SIR,2018054320,"Employees were switching railcars when one of the employees was caught between the two cars. He was crushed, suffering internal injuries to his upper abdomen and pelvic area.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Employees were switching railcars when one of the employees was caught between the two cars. He was crushed, suffering internal injuries to his upper abdomen and pelvic area.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,7dfac61e-b374-4d21-a7a1-574864a7a436,Manasvi,2026-09-06 13:57:27.662389+00,Pedestrian struck by rail vehicle-transportation incident,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018054484,OSHA_SIR,2018054484,"On May 8, 2018, at approximately 12:10 a.m., employees were running some traded pipes and casing. The crew had a problem connecting two pipes (casing), so they unscrewed those pipes and continued to work with the casing. The injured employee's left hand was on top of an open pipe when a hoist operator (driller) let a second pipe come down. The employee's left-hand fingers were caught between the two pipes (casing), resulting in an amputation of his index finger and a broken ring finger.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"On May 8, 2018, at approximately 12:10 a.m., employees were running some traded pipes and casing. The crew had a problem connecting two pipes (casing), so they unscrewed those pipes and continued to work with the casing. The injured employee's left hand was on top of an open pipe when a hoist operator (driller) let a second pipe come down. The employee's left-hand fingers were caught between the two pipes (casing), resulting in an amputation of his index finger and a broken ring finger.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-08 20:19:29.730187+00,"Struck by object or equipment, n.e.c.",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00
OSHA-SIR-2018054817,OSHA_SIR,2018054817,A piece of wood/splinter from a wooden crate embedded in an employee's left thigh.,NON_SIF_POTENTIAL,NON_SIF_POTENTIAL,0.50,A piece of wood/splinter from a wooden crate embedded in an employee's left thigh.,No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-04 09:19:08.326405+00,"Struck against stationary object or equipment, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018055135,OSHA_SIR,2018055135,"An employee was observing pressure line testing, heard a hissing sound, stepped back to observe and fell into steel rebar. The employee was hospitalized for puncture wounds and internal bleeding.",SIF_POTENTIAL,SIF_POTENTIAL,0.70,"An employee was observing pressure line testing, heard a hissing sound, stepped back to observe and fell into steel rebar. The employee was hospitalized for puncture wounds and internal bleeding.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,fd7f23a1-5e0e-49bf-ae5a-55f7df99ba8a,Aarya Gupte,2026-09-05 16:43:43.881622+00,"Fall onto or against object on same level, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00
OSHA-SIR-2018055172,OSHA_SIR,2018055172,"Employees were releasing pressure from a well, moving lines from one well to another and placing a cap on the well-pumping lines. A crown valve was open and blew up. One employee sustained a broken right forearm, a second employee sustained a head injury and a third employee sustained an injury requiring surgery.",SIF_POTENTIAL,SIF_POTENTIAL,0.90,"Employees were releasing pressure from a well, moving lines from one well to another and placing a cap on the well-pumping lines. A crown valve was open and blew up. One employee sustained a broken right forearm, a second employee sustained a head injury and a third employee sustained an injury requiring surgery.",No supported correction from the conservative secondary review.,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,36cd44a8-250b-4b5d-8b7e-90dd4331ac89,Shravan Patne,2026-09-06 22:08:38.678832+00,"Struck by dislodged flying object, particle",Hospitalized=3.00; Amputation=0.00; Loss of Eye=0.00
